상품 제품명,상품 가격명,상품 상세설명
삼성전자 갤럭시북 이온2 NT950XDA-X71AW,"1,999,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.26kg', '종류 : 코어i7 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.8GHz', '터보부스트 : 4.7GHz', '램 : 16GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX450', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '화면비율 : 16대9', '베젤 : 슬림베젤', '디스플레이 종류 : QLED', '밝기 : 슈퍼브라이트(600nit)', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : HDMI', '썬더볼트4', '단자 : USB3.0', '카드 슬롯 : UFS', 'MicroSD카드', '방향키 : ㅗ형', '부가기능 : 키보드라이트', '웹캠', '고속충전', 'SSD : 512GB', 'SSD 인터페이스 : NVMe', '배터리용량 : 69.7Wh', '충전단자 : Type C', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.49cm', '색상 : 화이트', '보안기능 : 지문인식']"
